id,x_coord,y_coord,hidrologia,suelo_hidrico,vegetacion_hidrofita,presion_urbana,humedal_real_simulado,nivel_ruido,hidrologia_obs,suelo_hidrico_obs,vegetacion_hidrofita_obs,criterios_reales,criterios_observados
768,3.13,7.41,1,0,1,52.31,0,0.15,1,0,1,2,2
769,11.06,13.25,0,0,1,70.19,0,0.15,0,0,1,1,1
770,62.01,82.73,1,1,1,53.77,1,0.15,1,1,1,3,3
771,24.16,58.02,1,1,1,60.78,0,0.15,1,1,1,3,3
772,56.92,77.44,1,0,1,54.85,0,0.15,1,0,1,2,2
773,59.02,63.09,1,1,1,60.0,1,0.15,1,1,1,3,3
774,84.94,88.22,0,0,1,80.34,0,0.15,0,0,1,1,1
775,0.47,63.85,1,0,1,38.97,1,0.15,1,0,1,2,2
776,85.34,52.21,1,1,1,68.51,1,0.15,1,1,1,3,3
777,61.91,71.27,0,1,1,89.45,0,0.15,0,1,0,2,1
778,16.27,44.74,1,0,1,59.29,1,0.15,1,0,1,2,2
779,77.29,34.61,1,1,1,72.17,1,0.15,1,1,1,3,3
780,85.55,46.77,1,0,1,61.54,1,0.15,1,0,1,2,2
781,25.43,16.97,1,0,1,59.28,0,0.15,0,1,1,2,2
782,91.88,79.66,0,0,0,50.27,1,0.15,0,0,0,0,0
783,45.45,26.07,1,0,0,63.87,0,0.15,1,1,0,1,2
784,60.34,15.35,1,1,1,77.4,0,0.15,1,1,1,3,3
785,98.46,24.64,1,1,1,56.04,1,0.15,1,1,1,3,3
786,36.15,84.21,0,1,0,54.58,1,0.15,0,1,0,1,1
787,81.32,33.02,1,0,1,66.88,0,0.15,1,0,1,2,2
788,31.84,68.6,0,0,0,43.38,0,0.15,0,0,0,0,0
789,79.92,85.64,1,1,1,95.09,0,0.15,0,1,1,3,2
790,60.07,7.77,1,1,0,51.43,1,0.15,1,0,0,2,1
791,21.64,76.5,1,0,1,54.02,0,0.15,1,0,1,2,2
792,41.4,30.77,1,1,1,36.85,1,0.15,1,1,1,3,3
793,31.76,21.66,1,0,1,58.71,1,0.15,1,0,1,2,2
794,7.81,68.89,1,0,0,85.95,0,0.15,1,0,0,1,1
795,2.98,90.98,1,0,0,38.3,1,0.15,0,0,0,1,0
796,34.65,29.5,1,1,1,49.21,1,0.15,1,1,1,3,3
797,1.9,56.88,0,0,1,79.62,0,0.15,0,0,1,1,1
798,16.55,28.98,1,1,1,37.17,0,0.15,1,0,1,3,2
799,72.52,55.43,0,1,0,100.0,0,0.15,0,1,0,1,1
800,70.81,62.19,1,1,1,100.0,1,0.15,1,1,1,3,3
801,73.86,61.03,1,1,1,19.16,1,0.15,1,1,1,3,3
802,31.72,62.35,0,0,1,68.37,0,0.15,0,0,1,1,1
803,89.0,13.51,1,1,0,72.75,0,0.15,1,1,0,2,2
804,59.38,69.35,0,1,1,72.61,0,0.15,0,1,1,2,2
805,12.6,67.48,0,0,0,58.46,0,0.15,1,0,0,0,1
806,14.37,68.26,0,0,0,78.58,0,0.15,0,0,0,0,0
807,69.31,7.41,1,1,1,59.53,1,0.15,0,1,1,3,2
808,17.29,44.68,0,0,1,33.75,1,0.15,1,0,1,1,2
809,50.73,40.9,1,0,1,53.93,1,0.15,0,0,1,2,1
810,99.18,8.67,1,0,0,77.03,1,0.15,0,0,0,1,0
811,0.4,22.24,1,0,1,25.16,1,0.15,1,1,1,2,3
812,1.66,44.1,0,0,1,36.07,0,0.15,0,0,1,1,1
813,99.31,74.29,1,1,1,100.0,1,0.15,1,1,1,3,3
814,58.46,23.71,1,1,0,66.34,0,0.15,1,1,0,2,2
815,12.69,82.97,0,0,0,62.98,0,0.15,1,0,0,0,1
816,89.73,54.58,1,1,1,60.07,1,0.15,1,1,1,3,3
817,88.04,76.04,0,1,1,74.78,1,0.15,0,1,1,2,2
818,53.62,47.26,1,1,1,85.77,1,0.15,0,1,1,3,2
819,62.18,49.92,1,1,1,68.82,1,0.15,1,0,1,3,2
820,27.32,61.97,1,1,1,26.54,1,0.15,1,1,1,3,3
821,5.05,92.8,0,0,1,41.12,0,0.15,0,0,0,1,0
822,59.46,49.18,0,1,1,70.48,0,0.15,0,0,1,2,1
823,29.48,52.87,1,0,1,65.08,0,0.15,1,0,1,2,2
824,66.36,60.2,1,1,1,33.04,1,0.15,1,0,0,3,1
825,83.62,73.75,1,1,1,78.02,1,0.15,1,1,0,3,2
826,1.82,7.19,1,0,1,27.07,1,0.15,1,0,1,2,2
827,59.57,51.57,1,1,1,82.79,1,0.15,1,0,1,3,2
828,23.13,48.16,1,0,1,78.91,1,0.15,0,0,0,2,0
829,87.39,92.17,1,0,1,61.88,1,0.15,0,0,1,2,1
830,25.37,49.35,0,0,0,75.37,0,0.15,0,1,0,0,1
831,61.08,46.83,1,1,1,39.56,1,0.15,1,1,1,3,3
832,55.35,96.22,0,1,1,67.82,1,0.15,0,1,1,2,2
833,39.62,45.06,1,0,1,45.93,1,0.15,1,0,1,2,2
834,67.76,18.09,1,1,0,61.54,0,0.15,1,1,1,2,3
835,72.58,21.69,1,1,1,57.51,1,0.15,1,1,0,3,2
836,56.69,9.52,1,1,0,50.72,1,0.15,1,0,1,2,2
837,75.84,0.06,1,1,0,75.76,0,0.15,1,1,0,2,2
838,98.34,43.19,1,1,1,83.78,1,0.15,1,0,1,3,2
839,41.93,76.92,0,0,1,59.92,0,0.15,1,0,1,1,2
840,51.46,73.35,0,1,1,84.62,1,0.15,1,1,1,2,3
841,1.25,3.21,1,0,0,41.11,0,0.15,1,1,0,1,2
842,79.6,57.0,1,1,1,89.75,1,0.15,1,1,1,3,3
843,52.02,15.43,1,0,1,40.74,1,0.15,1,0,1,2,2
844,40.8,94.11,0,0,1,72.18,0,0.15,0,0,1,1,1
845,9.41,16.74,1,1,1,38.51,1,0.15,1,1,1,3,3
846,88.97,62.66,1,1,1,78.74,0,0.15,1,1,1,3,3
847,39.5,32.62,1,1,1,84.7,0,0.15,0,1,1,3,2
848,68.26,64.16,0,1,1,85.06,1,0.15,0,1,1,2,2
849,14.94,41.23,0,0,1,84.78,0,0.15,0,0,1,1,1
850,96.15,75.96,0,1,0,61.56,1,0.15,0,0,0,1,0
851,17.84,23.07,1,0,1,69.41,0,0.15,1,1,1,2,3
852,19.95,90.58,0,0,1,36.48,1,0.15,0,1,1,1,2
853,85.9,50.02,0,1,0,67.61,0,0.15,0,1,0,1,1
854,91.26,75.61,0,1,1,48.47,1,0.15,0,0,1,2,1
855,21.21,84.97,1,0,1,42.3,1,0.15,1,0,1,2,2
856,46.98,99.88,1,1,0,77.74,0,0.15,1,1,0,2,2
857,73.35,22.39,1,0,1,49.75,0,0.15,1,0,0,2,1
858,87.84,28.69,1,1,0,65.22,1,0.15,1,0,0,2,1
859,37.91,25.04,1,1,1,77.73,1,0.15,1,1,0,3,2
860,51.7,26.29,1,1,1,74.88,1,0.15,1,1,1,3,3
861,74.17,58.24,1,1,1,53.18,1,0.15,1,1,0,3,2
862,73.11,99.35,0,1,0,57.93,0,0.15,0,1,1,1,2
863,78.3,99.03,0,1,1,88.93,0,0.15,0,1,0,2,1
864,56.99,52.68,1,1,1,21.17,1,0.15,1,1,1,3,3
865,10.46,63.9,0,1,0,82.38,0,0.15,0,1,0,1,1
866,90.4,86.0,0,1,1,63.18,1,0.15,0,1,1,2,2
867,86.56,93.29,0,1,1,100.0,0,0.15,0,1,1,2,2
868,79.81,20.39,1,1,1,36.32,1,0.15,1,1,1,3,3
869,9.99,52.85,0,0,1,79.19,0,0.15,1,0,0,1,1
870,20.44,83.28,0,0,0,65.5,0,0.15,0,0,0,0,0
871,74.36,30.32,1,1,1,57.29,1,0.15,0,1,1,3,2
872,2.31,43.98,1,0,1,22.66,1,0.15,1,0,1,2,2
873,97.92,98.56,0,1,1,78.01,1,0.15,0,1,1,2,2
874,37.71,98.5,0,0,0,82.25,0,0.15,0,0,1,0,1
875,71.93,90.61,0,0,1,100.0,0,0.15,0,1,1,1,2
876,88.76,79.84,0,1,1,82.32,1,0.15,1,1,0,2,2
877,39.46,26.91,1,0,1,62.36,0,0.15,1,0,1,2,2
878,31.91,32.09,1,1,1,35.92,1,0.15,1,1,1,3,3
879,60.87,54.73,1,1,1,37.32,1,0.15,1,1,1,3,3
880,58.1,56.08,1,1,1,82.1,1,0.15,1,1,1,3,3
881,40.91,50.55,1,0,1,41.78,1,0.15,1,0,0,2,1
882,60.18,63.67,0,0,1,100.0,0,0.15,1,0,1,1,2
883,93.54,40.83,1,1,1,75.79,1,0.15,1,1,1,3,3
884,46.76,74.92,0,1,1,78.97,0,0.15,0,1,1,2,2
885,19.67,33.35,1,1,0,44.01,1,0.15,1,1,1,2,3
886,37.72,33.07,1,0,0,82.0,0,0.15,1,0,0,1,1
887,39.41,12.72,1,1,1,53.61,1,0.15,1,1,0,3,2
888,13.11,18.87,0,1,1,41.37,1,0.15,0,1,1,2,2
889,16.29,85.05,0,1,1,77.21,0,0.15,0,1,1,2,2
890,68.46,44.63,1,1,0,58.81,1,0.15,1,1,0,2,2
891,33.95,22.79,1,0,1,57.71,0,0.15,1,0,1,2,2
892,95.49,75.93,1,1,1,77.47,1,0.15,0,1,1,3,2
893,24.36,55.4,0,0,1,67.07,0,0.15,0,1,1,1,2
894,9.89,2.12,1,0,1,72.3,0,0.15,1,0,1,2,2
895,75.35,31.64,0,0,1,73.58,0,0.15,0,0,1,1,1
896,88.1,17.7,1,1,0,64.68,0,0.15,0,1,0,2,1
897,27.81,65.59,1,0,1,78.71,1,0.15,1,0,1,2,2
898,20.21,27.5,1,0,1,91.8,0,0.15,1,0,1,2,2
899,18.58,6.49,1,0,0,80.78,0,0.15,0,0,1,1,1
900,52.2,5.49,1,1,0,50.85,1,0.15,1,1,1,2,3
901,46.84,58.17,1,1,1,68.91,0,0.15,0,1,0,3,1
902,25.94,2.17,0,1,1,72.6,1,0.15,0,1,1,2,2
903,4.52,84.88,0,0,0,57.47,0,0.15,0,0,0,0,0
904,48.15,15.54,0,1,0,45.92,1,0.15,0,1,0,1,1
905,95.93,60.66,0,1,1,97.94,1,0.15,0,1,1,2,2
906,65.25,44.47,1,1,1,77.55,0,0.15,1,1,1,3,3
907,49.55,44.29,0,0,0,100.0,0,0.15,0,0,1,0,1
908,11.07,7.18,1,1,1,24.39,1,0.15,1,0,1,3,2
909,25.24,80.28,1,0,0,76.6,0,0.15,1,0,0,1,1
910,29.48,89.31,0,1,1,84.51,1,0.15,0,1,1,2,2
911,76.48,1.1,1,1,0,81.6,0,0.15,1,1,1,2,3
912,87.67,17.86,1,1,0,61.69,1,0.15,1,1,0,2,2
913,90.16,90.39,0,0,1,65.86,0,0.15,0,0,0,1,0
914,98.46,54.95,0,1,0,100.0,0,0.15,0,1,0,1,1
915,98.24,15.0,1,1,0,56.24,1,0.15,1,1,0,2,2
916,95.3,20.28,1,1,1,66.31,1,0.15,1,1,1,3,3
917,7.18,66.0,0,0,0,44.04,0,0.15,0,0,0,0,0
918,13.78,72.48,1,0,0,72.36,1,0.15,1,0,0,1,1
919,30.45,59.94,0,1,0,70.09,1,0.15,0,0,0,1,0
920,55.29,95.31,0,1,1,57.32,1,0.15,0,1,1,2,2
921,9.7,49.41,0,0,1,45.96,0,0.15,0,0,1,1,1
922,84.58,30.03,1,0,1,89.72,1,0.15,1,0,0,2,1
923,61.68,47.72,1,1,1,53.56,1,0.15,0,1,0,3,1
924,54.24,35.97,1,0,0,57.88,0,0.15,1,0,0,1,1
925,16.53,22.44,1,0,1,37.94,0,0.15,1,0,1,2,2
926,25.33,4.6,1,0,1,40.0,1,0.15,1,0,1,2,2
927,16.03,35.22,1,0,1,42.73,0,0.15,1,0,1,2,2
928,85.19,71.14,0,0,1,55.33,1,0.15,0,0,1,1,1
929,58.42,1.84,1,1,0,88.52,0,0.15,1,0,0,2,1
930,73.51,43.92,1,0,1,56.37,1,0.15,1,1,1,2,3
931,29.6,64.4,1,0,0,57.09,1,0.15,0,0,0,1,0
932,37.13,61.04,0,1,1,41.71,1,0.15,0,0,1,2,1
933,40.49,77.66,0,0,0,73.16,0,0.15,0,0,0,0,0
934,76.0,81.05,1,1,1,93.73,1,0.15,0,1,1,3,2
935,77.24,71.17,1,1,1,57.73,1,0.15,1,1,1,3,3
936,20.68,10.28,1,0,1,73.32,0,0.15,1,0,1,2,2
937,94.15,47.5,1,1,1,42.49,1,0.15,1,1,0,3,2
938,12.07,60.34,0,0,0,89.34,0,0.15,0,0,0,0,0
939,89.61,24.56,1,1,0,76.77,0,0.15,1,1,0,2,2
940,10.04,4.26,1,0,1,81.32,0,0.15,1,0,1,2,2
941,26.45,22.36,0,0,0,66.64,0,0.15,0,0,0,0,0
942,84.65,45.49,1,1,1,74.95,1,0.15,1,0,1,3,2
943,17.95,41.39,0,0,1,77.22,0,0.15,0,0,1,1,1
944,41.36,17.67,1,0,0,47.1,1,0.15,1,0,0,1,1
945,44.99,82.44,0,1,1,72.72,1,0.15,0,1,1,2,2
946,24.53,92.57,0,1,0,55.99,0,0.15,0,1,1,1,2
947,71.02,20.13,1,1,1,74.2,1,0.15,0,1,1,3,2
948,85.13,92.96,1,1,1,59.04,1,0.15,1,1,1,3,3
949,87.46,1.79,0,0,1,89.46,0,0.15,0,0,1,1,1
950,33.93,92.5,1,0,0,63.09,0,0.15,1,0,0,1,1
951,53.09,95.19,0,1,1,58.07,1,0.15,1,1,1,2,3
952,24.84,1.21,1,1,1,33.02,1,0.15,1,1,1,3,3
953,24.48,76.3,0,1,1,54.08,1,0.15,0,1,1,2,2
954,16.13,97.02,1,0,1,48.74,1,0.15,1,0,0,2,1
955,94.0,90.59,0,1,1,58.86,1,0.15,0,1,1,2,2
956,88.8,97.07,0,1,1,83.32,0,0.15,1,0,1,2,2
957,77.74,55.03,1,0,0,83.58,0,0.15,1,0,1,1,2
958,51.77,7.82,1,0,1,47.08,1,0.15,1,0,1,2,2
959,49.06,84.98,0,1,1,72.21,0,0.15,0,1,1,2,2
960,52.97,61.38,1,1,1,41.15,1,0.15,0,1,1,3,2
961,53.66,61.47,1,1,1,94.95,1,0.15,0,1,1,3,2
962,43.46,41.73,0,1,1,71.81,1,0.15,0,1,1,2,2
963,13.18,57.18,1,0,1,51.66,1,0.15,1,0,1,2,2
964,12.57,15.36,1,0,1,65.9,1,0.15,1,0,1,2,2
965,95.22,73.98,0,1,1,54.14,0,0.15,0,1,1,2,2
966,48.2,7.5,1,1,1,15.13,1,0.15,1,0,1,3,2
967,95.32,72.98,0,1,1,79.44,0,0.15,0,1,1,2,2
968,16.36,84.9,0,0,1,44.03,0,0.15,0,0,1,1,1
969,55.44,47.25,1,1,1,54.07,1,0.15,1,1,0,3,2
970,20.77,50.98,1,0,1,70.48,0,0.15,1,0,1,2,2
971,25.32,31.22,1,1,1,65.06,1,0.15,1,1,1,3,3
972,3.01,96.95,0,0,0,44.54,0,0.15,0,1,1,0,2
973,11.9,73.31,0,0,1,71.37,0,0.15,0,0,1,1,1
974,91.68,36.9,0,1,0,67.15,1,0.15,1,1,0,1,2
975,32.15,17.48,1,0,1,75.6,0,0.15,0,0,1,2,1
976,60.81,21.96,1,1,1,50.89,1,0.15,1,1,1,3,3
977,46.5,46.39,1,1,1,77.76,1,0.15,1,1,1,3,3
978,40.05,94.26,0,1,1,52.36,1,0.15,1,1,1,2,3
979,53.19,73.41,1,1,0,85.68,1,0.15,1,1,0,2,2
980,18.72,21.52,0,0,0,54.03,0,0.15,0,0,0,0,0
981,98.86,85.96,0,1,0,98.6,0,0.15,0,1,1,1,2
982,81.83,37.82,1,1,1,63.5,1,0.15,1,1,1,3,3
983,74.16,85.17,0,1,1,75.3,0,0.15,0,1,1,2,2
984,46.88,24.17,1,1,1,65.84,1,0.15,1,0,1,3,2
985,15.29,61.87,0,0,1,61.04,0,0.15,0,0,1,1,1
986,92.07,92.67,0,1,1,24.43,1,0.15,0,1,1,2,2
987,34.14,25.79,1,0,1,3.53,1,0.15,1,0,1,2,2
988,5.01,69.29,0,0,1,83.61,0,0.15,0,1,1,1,2
989,34.24,98.73,0,1,0,72.24,1,0.15,0,1,0,1,1
990,79.45,15.06,1,0,1,94.06,1,0.15,1,1,1,2,3
991,62.27,8.84,1,0,1,59.29,1,0.15,1,0,1,2,2
992,75.08,67.42,1,1,0,60.09,0,0.15,0,1,0,2,1
993,79.36,33.97,1,1,0,75.13,0,0.15,1,1,0,2,2
994,21.2,7.12,1,0,1,67.48,0,0.15,1,0,1,2,2
995,92.38,47.53,1,1,1,50.98,1,0.15,1,1,1,3,3
996,43.8,75.38,0,1,1,81.33,1,0.15,1,0,0,2,1
997,63.9,28.51,1,1,1,95.81,1,0.15,1,0,1,3,2
998,0.23,33.5,1,0,1,69.71,0,0.15,1,0,0,2,1
999,99.34,84.57,1,1,1,86.66,0,0.15,1,1,0,3,2
1000,28.09,52.01,1,0,1,48.3,0,0.15,1,0,1,2,2
